states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
41.71410078034836,94.53770382569941,64.92539092668821,87.76779347045562,56.05501099680841
45.82977902775079,51.746749137540775,135.25926358377518,95.90930487668885,86.2549033742444
38.64613495747277,59.4739715980414,119.60176890279702,161.2185665641933,106.0595579774955
40.94296128161699,58.52856419468422,105.2192648579559,135.2515156441777,215.05769402156517
35.749588094427324,58.087525873032675,101.58798500480289,195.76849077400996,233.8064102537271
37.57520202093742,69.99505769323626,55.332166117008654,221.15934076249138,310.9382334063262
33.200439513499965,88.3326613144798,56.828552029613036,174.6865207360304,411.95182640637677
34.3881767515027,69.65959467725504,103.48829272800992,101.14247261550801,526.3214632277243
36.81283102208982,73.64027423451132,61.02103115369629,170.73741093130369,562.7884526583989
38.84816439974259,38.67357157478698,127.47636222471763,195.9685785137146,574.0333232870382
39.65993758339188,51.60365923350749,93.73599042160396,268.2051709569854,591.7952418045113
37.443144210004405,62.79820791507943,89.45048906479221,313.4186992028953,611.8894596072287
32.62399921487917,54.88201303417427,118.1733202730861,330.08908064181264,649.2315868360478
30.774509500046232,40.086002485513106,113.48092542969329,129.787457316366,940.8711052683814
28.35062815488117,45.11602103995737,120.90810942960515,126.79230329095438,1003.8329380846019
31.491161388192324,53.267468316903276,121.65331611573127,122.84114575884183,1065.7469084203312
31.970721781297488,53.98611183580579,134.35542769615637,128.3219664280132,1116.365772258727
25.393540828864232,62.31506509098792,85.69571859505052,158.8433946755182,1202.752280809579
26.919078991775958,59.93678217142956,74.19806005935203,149.37004853963452,1294.5760302378078
29.87658760695127,60.225972551020064,73.77208446914247,197.107465570533,1314.017889802353
27.167341524560115,57.85796932861813,85.39807134920339,139.1490720266233,1435.4275457709948
27.304522588206375,59.86263946858073,53.92872233557601,126.2026431864042,1547.7014724212324
27.87749329848495,44.90160550584067,95.24172910900877,107.85375471524601,1609.1254173714194
26.839021772664275,43.98219438268948,80.23341947859792,104.27177051666006,1699.673593849388
28.837088844811063,39.8276464836806,107.28157425339091,120.78344743191464,1728.2702429862024
31.482616748501634,51.53830755775594,106.65098787960453,133.3779964939613,1771.9500913201762
30.54958236345923,45.06968695255415,98.35605822367424,170.22234697514637,1820.8023254851655
32.006976516901624,34.07394320722289,71.46952627505596,139.6652591459404,1957.7842948548787
31.372323232878962,42.77356991134936,53.25366679047394,159.57834844829443,2018.0220916170028
33.131214936570714,55.73146067614965,72.79783648995038,100.18651983569113,2113.1529680616377
36.096951203878795,62.46244892218282,86.50653351155027,110.288909015562,2149.6451573468257
36.920812712049695,41.29556269483919,82.22659293334088,185.4287841105719,2169.128247549198
28.5618259305542,57.07921286977289,107.9163065466447,135.9392095466041,2255.503445106424
30.724147060065476,68.17566004390247,63.513125097439456,146.66692233238007,2345.9201454662125
26.49087004146667,44.69162965892833,124.60898944663936,78.87850528222714,2450.3300055707386
