states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
60.938243457538476,71.75871761954393,74.76635371003988,68.69451645114742,68.84216876173029
64.52192053160337,59.01082622012629,91.56809112068795,112.71545061591416,87.1837115116682
58.124658228179776,44.344763149667045,130.26071232489085,78.63080602866548,173.63906026859684
37.95391587471824,60.42095100990855,133.7594130162261,121.93523874492996,200.93048135421716
29.152647492190752,56.22990531229381,162.42504016019572,87.07789368810063,290.1145133472191
33.95470598381149,47.84464703782638,152.8229390787417,115.29532448282589,345.0823834167945
28.51779155668102,44.790882160940086,100.20689451917711,189.59239685859313,401.89203490460864
31.975026760863937,38.87463991649451,128.27564516116945,190.4943102712066,445.3803778902655
29.238396357893425,48.045972605982385,125.76805826843005,204.3432872160434,497.6042855516507
25.48103037385092,58.034232901361094,132.19557446280567,134.99858034531627,624.290581916666
30.064585399353618,33.21615029989869,176.4509933934054,125.54812475765343,679.7201461496888
30.632556089791365,42.43284650223271,142.32357041303064,182.91743609570182,716.6935908992434
31.15696906802931,38.62565119272751,121.63792637825715,229.262271275271,764.317182085715
35.31901249671594,36.78533222349316,83.52252427192651,169.57874080559083,929.7943902022735
36.57539708116607,41.97096136389796,65.63281683865526,169.4303973715272,1011.3904273447534
25.617194230253027,56.516998774077315,51.895266590280556,222.54194955392904,1038.42859085146
29.91107588279368,60.004346685077394,75.51805677065683,65.3662626410294,1234.2002580204428
27.228033062813118,67.2942155618469,96.37789847222794,63.70285140740561,1280.3970014957065
28.993145083116104,68.40410580712793,54.0169194103039,136.97790023296906,1316.607929466483
31.341863606324644,33.88161292941271,116.94946295194234,101.21384520499325,1391.613215307327
32.78336742396803,39.3388032309089,92.52853287872975,171.98445940534617,1408.3648370610472
26.838977613328716,50.19953688102062,118.123009081029,181.40660595728664,1438.431870467335
27.432044457395385,51.326340803689234,113.02716777485142,233.24471692349135,1459.9697300405728
27.08336725008264,42.17203344047721,152.5331828083352,141.50731410140602,1591.7041023996992
31.733954569677238,32.8731235867524,141.692576917475,167.81702100442536,1650.8833239216704
30.94398549219043,38.77355149665202,57.09120511797396,308.04777150003076,1660.1434863931531
33.43308044794803,42.975773692803415,66.60590181823143,178.73316936270584,1843.2520746783116
33.89526908928169,42.14576461821614,63.220806843479444,192.0072850687691,1903.730874380254
29.450620321824186,44.678858914180324,85.99348360655878,150.69056758885984,1994.1864695685772
31.02969686758866,57.9244365551906,99.14877938068025,96.69501877670301,2090.202068419838
33.67801670493005,46.40086621291692,84.7676433477525,139.89266710614982,2140.260806628251
37.1599685048139,35.84866968728339,103.86211398025118,140.39296996747203,2197.7362778601796
41.02051203628133,37.429947846619775,97.73763397711456,98.17652188513834,2310.635384254846
39.458758350482405,46.57388995422289,92.81777532300906,89.54794622532754,2386.601630146958
30.120790242393944,65.29793430802901,84.8204224389627,136.04782247617115,2408.713030534443
27.645364936839545,73.69351846176572,77.91867671666435,146.53282125895595,2469.2096186257745
26.66751773222301,76.08537294638943,73.41142130009467,155.0109300486404,2533.8247579726526
29.67689977745154,80.72454861588417,63.57056765092516,129.6453084075899,2631.382675548149
34.2986862979476,64.36710860305291,110.26020897801013,159.08095639755635,2636.993039723433
29.98751722574223,58.969181944355306,100.5827566809446,237.84783821112228,2647.6127059378355
26.55496006978113,67.34362710437776,82.95532003114769,300.4796226044916,2667.666470190202
28.44589705387909,71.11753027834084,91.82750195872015,256.42739655203434,2767.1816741570256
27.696460153327457,73.92092610647286,63.412407966873616,148.66089927718318,2971.3093064961427
27.419590830957553,71.03617535263872,76.62012108682771,116.99808670245018,3062.9260260271258
31.070752548159106,53.28396588878332,107.96459446447543,106.74985891944308,3125.930828179139
30.185245040321856,49.0362366717992,96.83249358208695,112.58361505496586,3206.362409650826
29.82207930507732,56.465493566791,55.68054771386535,148.15373215373387,3274.8781472605324
27.069366349999378,54.61957164411751,70.252421671544,171.0796034085162,3311.979036925823
28.59988601351323,58.67081109859141,53.124915347297645,166.03432482832136,3398.5700627122765
31.33784641559193,56.37279389654237,82.45788699894092,127.97012962288944,3476.8613430660353
34.67827341710728,59.14667458342316,66.5328220820699,143.6539398031009,3540.9882901142987
25.42866026047148,52.242427190374286,96.02948708688407,186.88114885111628,3554.418276611154
30.382435862414408,41.79426202954699,106.84992975084315,181.2623824344432,3624.710989922752
25.84121058576146,40.99575465134036,100.32214137303461,198.5267153826287,3689.3141780072347
28.852020282821627,46.31276487738948,83.94230118888653,269.1589876941484,3696.733925956754
32.41293609691551,33.675883413107165,96.21540898039606,319.7959181787566,3712.8998533308245
25.230500210868463,50.966808129914924,82.88194356838565,311.62934831180786,3794.291399779023
29.003113576698432,40.510536197163056,72.98293848153263,147.6978459185991,4044.8055658260064
30.072471235805523,45.093253676224386,84.62832324485578,177.46201248365344,4067.7439393594605
25.249189634405724,55.16436678342387,92.31294828321316,169.3447846383978,4132.928710660559
29.364156313565594,31.188355425114175,124.60533815382804,100.89115568448159,4258.95099442301
32.60372688747962,35.53791289335025,58.570092248685256,220.4998074490357,4267.7884605214485
32.47985649237976,46.91357570020448,54.02464325501896,82.0438743989638,4469.538050153433
27.11458622759129,60.679194412418695,52.593117789531476,123.61413043713155,4490.998971133326
31.288510163831532,52.328057226887864,72.06307514519918,138.64668644364446,4530.673671020437
36.01675272407225,60.19254042326592,65.1715255548479,116.92849226445341,4616.69068903336
33.34788649343437,42.116345333925075,83.47378853695295,88.90153220034759,4717.16044743534
27.16501431675198,44.86141845951015,90.72645284225214,134.61628791289598,4737.6308264685895
25.571914243684347,59.95686369744201,56.98087792123899,142.93070487673614,4819.559639260899
26.798909876555264,63.855054792194814,60.93824441214265,195.48229296313983,4827.925497955967
25.235382929283396,46.25743282136165,78.72693171353623,207.91420261475926,4886.866049921059
28.344755156835543,38.77944434267751,97.0062882207684,204.69336168736882,4946.17615059235
26.702832433630505,37.323174487687815,130.64352076441264,186.61833898109475,5003.712133333174
28.37980064100674,41.183493336087736,98.95522201088042,270.9710603117207,5015.510423700304
29.99399013005862,51.53772458342254,64.73286172675454,264.1894897063523,5114.545933853412
25.694858449984338,44.56783332879609,77.10908183259976,295.5194419550978,5152.108784433522
26.45852757928036,38.95830889887341,103.44811717323793,248.3129274886371,5247.822118859971
27.207581136949248,38.54017655859833,105.25818797133888,228.25680808546014,5335.737246247653
28.711057344566417,51.555782757317566,66.06038747861024,129.17245061203602,5529.50032180747
29.281379403207076,63.75252022954932,59.19890346338448,113.4787280170145,5609.288468886844
30.17758408490038,72.58302209650141,67.78389730089181,72.30191090314194,5702.153585614564
31.2204274163925,58.93765562541535,75.65760257072854,121.69844874145055,5727.485865646013
27.43800969530568,64.83023206959334,67.35792758634993,122.27795170850918,5803.095878940241
31.73288486611519,69.76636222708947,61.811304667081686,168.65481835877736,5823.034629880935
28.771649558909967,68.98134714449459,93.77528490132569,200.58841449969825,5832.883303895571
29.473884106895397,44.37226391560319,123.14552212172984,152.54955897374975,5945.458770882021
28.587784367614653,38.3734247073098,92.58273217242943,247.78543438292218,5957.670624369723
30.40255860638165,40.68544445815764,112.61106885255572,72.4163831025575,6178.884544980347
27.702452470795617,38.990514189662946,91.54044215332661,154.3678738778999,6192.398717308314
25.745870014486215,49.661294982950004,103.30834709839175,171.86239234088035,6224.422095563291
25.392264536058633,54.7229808693541,127.21233639756457,143.87594403996843,6293.796474157053
28.116523663768117,43.29842349371533,65.05480795946899,171.32265302581717,6407.207591857229
29.01673670381369,56.27055409297256,43.56267246054796,203.66264667373295,6452.487390068932
32.43547790914922,33.76092226015696,93.20739627256805,109.29438786007691,6586.301815698048
36.880392768812804,33.697934622601004,87.84249276823854,151.90277914684052,6614.676400693506
30.992674400441473,41.20530321940322,80.60921208879196,195.6145299437568,6646.578280347606
26.257215648699564,56.183166593394596,87.55521344077856,230.91177597103743,6664.092628346089
30.522655692254162,36.20895023993251,120.74254334231193,148.95825568518774,6798.567595040313
30.99969954570065,36.997898295302775,152.44772224119228,60.16555020787997,6924.3891297099235
33.86858915765365,37.44074386555095,161.43107321400544,81.8296252319054,6960.429968530883
55.11876093180396,61.88995377681795,81.4572003357216,81.46860944204363,65.06547551361287
57.69348509499052,40.27361431427685,77.46042345572486,111.52573631081998,128.0467408241878
48.625830133458365,55.851633131715545,51.36650568606784,160.95810085652062,168.19793019223766
34.369678504373816,50.1353905321034,77.24598441686828,217.08736914610296,176.16157740055158
28.251023023744263,56.10340274377921,93.08422093714427,167.49457832183023,280.06677497350205
26.537809983445168,55.113640842315775,66.8268157108742,245.1017590943557,301.4199743690092
26.476660944852195,49.929703637609535,71.24367364149965,171.63187652626348,445.7180852497752
28.83006517675138,50.81548324724812,102.77801917018316,90.52246834500248,562.0539640608149
33.73313762282652,40.08589292544423,117.78681935259918,84.76876342089109,628.625386678239
36.686811947686664,46.34624384392942,67.54191978324721,174.8806885061967,649.5443359189401
33.618182389289906,46.08071685258852,71.77524534593081,90.08987518695349,803.4359802252374
28.347146697281456,65.84741891048556,41.4400607358001,143.45363998690362,835.9117336695293
