action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],action: flow[$sea],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
38.28589921965164,3.7481953939522317,8.822804467264028,1.055010996808411,0.0,75.0,50.0,50.0,50.0,50.0
0.8843217525975734,53.67527644075621,3.3414037836692225,25.199892377435987,0.0,41.71410078034836,94.53770382569941,64.92539092668821,87.76779347045562,56.05501099680841
12.183644070278024,14.456421609777397,50.11391629075556,14.804654603251098,0.0,45.82977902775079,51.746749137540775,135.25926358377518,95.90930487668885,86.2549033742444
2.7031736758557807,13.648581079212958,48.03108512405406,103.99813604406967,0.0,38.64613495747277,59.4739715980414,119.60176890279702,161.2185665641933,106.0595579774955
10.193373187189664,20.63441150884121,44.26569136199422,13.74871623216194,0.0,40.94296128161699,58.52856419468422,105.2192648579559,135.2515156441777,215.05769402156517
3.174386073489909,1.2668542532863238,67.52267314108056,72.13182315259913,0.0,35.749588094427324,58.087525873032675,101.58798500480289,195.76849077400996,233.8064102537271
9.374762507437453,1.03715888619392,19.54077297358954,96.01359300005055,0.0,37.57520202093742,69.99505769323626,55.332166117008654,221.15934076249138,310.9382334063262
3.812262761997269,32.48532939922202,5.825588700825129,109.36963682134751,0.0,33.200439513499965,88.3326613144798,56.828552029613036,174.6865207360304,411.95182640637677
2.5753457294128825,8.594666172156613,71.06192774647025,31.466989430674577,0.0,34.3881767515027,69.65959467725504,103.48829272800992,101.14247261550801,526.3214632277243
2.9646666223472242,47.931369282071564,1.4760382110502421,6.244870628639356,0.0,36.81283102208982,73.64027423451132,61.02103115369629,170.73741093130369,562.7884526583989
4.188226816350714,1.2581391576302063,54.99851096074388,12.761918517473058,0.0,38.84816439974259,38.67357157478698,127.47636222471763,195.9685785137146,574.0333232870382
7.216793373387478,6.022244691815536,30.30774604862728,15.094217802717365,0.0,39.65993758339188,51.60365923350749,93.73599042160396,268.2051709569854,591.7952418045113
9.819144995125233,27.735339876030395,19.012508667736494,32.34212722881914,0.0,37.443144210004405,62.79820791507943,89.45048906479221,313.4186992028953,611.8894596072287
6.849489714832938,31.645500263494096,56.33789510688693,286.6395184323336,0.0,32.62399921487917,54.88201303417427,118.1733202730861,330.08908064181264,649.2315868360478
7.423881345165063,12.393862790720805,24.966678790808942,57.96183281622054,0.0,30.774509500046232,40.086002485513106,113.48092542969329,129.787457316366,940.8711052683814
1.8594667666888458,3.708019489742938,22.962812803616806,56.913970335729346,0.0,28.35062815488117,45.11602103995737,120.90810942960515,126.79230329095438,1003.8329380846019
4.520439606894837,13.80179608799233,21.09968450756725,45.61886383839586,0.0,31.491161388192324,53.267468316903276,121.65331611573127,122.84114575884183,1065.7469084203312
11.57718095243325,13.248227697251117,81.90793679835697,81.38650855085199,0.0,31.970721781297488,53.98611183580579,134.35542769615637,128.3219664280132,1116.365772258727
3.4744618370882736,15.852744756646638,47.35040329234513,86.82374942822881,0.0,25.393540828864232,62.31506509098792,85.69571859505052,158.8433946755182,1202.752280809579
2.0424913848246886,11.753301005234189,32.17927659544375,14.441859564545272,0.0,26.919078991775958,59.93678217142956,74.19806005935203,149.37004853963452,1294.5760302378078
7.709246082391155,20.07724930479308,28.451262424732167,116.4096559686419,0.0,29.87658760695127,60.225972551020064,73.77208446914247,197.107465570533,1314.017889802353
4.862818936353739,12.858148796391148,64.32749781001853,107.27392665023761,0.0,27.167341524560115,57.85796932861813,85.39807134920339,139.1490720266233,1435.4275457709948
4.4270292897214265,29.388063252461496,8.075056479028733,56.42394495018692,0.0,27.304522588206375,59.86263946858073,53.92872233557601,126.2026431864042,1547.7014724212324
6.0384715258206745,16.95788264897187,51.966192279382724,85.54817647796867,0.0,27.87749329848495,44.90160550584067,95.24172910900877,107.85375471524601,1609.1254173714194
3.0019329278532094,17.15648082686209,10.108326052069101,23.596649136814527,0.0,26.839021772664275,43.98219438268948,80.23341947859792,104.27177051666006,1699.673593849388
2.35447209630943,0.6438110222340877,21.27439739602047,38.679848333973815,0.0,28.837088844811063,39.8276464836806,107.28157425339091,120.78344743191464,1728.2702429862024
5.933034385042404,22.401654990244197,50.696584646174486,43.85223416498941,0.0,31.482616748501634,51.53830755775594,106.65098787960453,133.3779964939613,1771.9500913201762
3.5426058465576094,24.538349591888867,71.42488154050714,131.98196936971308,0.0,30.54958236345923,45.06968695255415,98.35605822367424,170.22234697514637,1820.8023254851655
5.6346532840226615,6.93502657989619,45.1508860644782,55.23779676212419,0.0,32.006976516901624,34.07394320722289,71.46952627505596,139.6652591459404,1957.7842948548787
3.241108296308248,0.2832175315079607,0.7390478320315194,90.13087644463482,0.0,31.372323232878962,42.77356991134936,53.25366679047394,159.57834844829443,2018.0220916170028
2.034263732691916,5.303275486658747,11.594578465058865,31.492189285187976,0.0,33.131214936570714,55.73146067614965,72.79783648995038,100.18651983569113,2113.1529680616377
4.176138491829099,35.34302471917274,59.62296529738213,14.483090202372246,0.0,36.096951203878795,62.46244892218282,86.50653351155027,110.288909015562,2149.6451573468257
13.358986781495496,7.575336606561798,1.885622993257969,81.37519755722579,0.0,36.920812712049695,41.29556269483919,82.22659293334088,185.4287841105719,2169.128247549198
2.837678870488722,1.741231696359139,66.14441314556439,85.41670035978842,0.0,28.5618259305542,57.07921286977289,107.9163065466447,135.9392095466041,2255.503445106424
9.233277018598807,42.717307403572946,1.62144305437304,99.40986010452598,0.0,30.724147060065476,68.17566004390247,63.513125097439456,146.66692233238007,2345.9201454662125
0.6982005993729872,7.887562306132305,46.96208254570859,21.80205260107284,0.0,26.49087004146667,44.69162965892833,124.60898944663936,78.87850528222714,2450.3300055707386
8.0812915170386,1.7829252617934743,31.753018867506785,73.33139909368008,0.0,30.792669442093683,47.502267952169014,105.53446920706307,134.03853522686288,2477.1320581718114
5.692056254825195,9.797417389461838,22.07328961705772,98.50415894793005,0.0,27.711377925055082,63.80063420741414,95.56437560134977,122.46015500068958,2555.4634572654913
0.45944471031419054,31.171343245676223,57.416621613944606,40.635176789910204,0.0,27.019321670229886,69.69527307277748,103.28850337375388,76.02928566981726,2658.9676162134215
1.2700011531290785,27.152832488425336,72.38977600286148,25.452654886038076,0.0,31.559876959915695,48.98337453741544,97.0432250054855,122.81073049385165,2704.6027930033315
12.775278938857628,0.48383886886289645,4.20975048492474,167.33123265885223,0.0,35.28987580678662,33.100543202119184,71.80628149104935,199.74785161067507,2735.0554478893696
2.591553283915684,27.580778222220662,63.068282908298386,43.295874074653966,0.0,27.51459686792899,55.39198327211392,88.0803698749875,66.62636943674758,2907.3866805482216
2.1332454238276126,3.5713194830402153,19.564343098399473,22.683005464595894,0.0,29.923043584013303,40.40275833380895,72.59286518890977,116.398778270392,2955.6825546228756
6.380886292690225,13.899199831925609,49.40343728527596,78.5069776245798,0.0,32.78979816018569,48.964684274596344,76.5998415735505,143.28011590419558,2983.3655600874713
11.350022553365772,23.60528888720214,3.6474167324602482,61.500725603674745,0.0,31.408911867495465,51.446370735360965,61.09560412020015,144.17657556489175,3066.872537712051
2.426779425620836,20.50284089426811,8.504938134707631,36.529324295763026,0.0,25.05888931412969,49.1911044015246,101.05347627494204,116.32326669367725,3133.3732633157256
2.3626056090780967,5.005076040204616,68.12254857041565,15.37718207089564,0.0,27.632109888508854,41.11504293287732,133.05137903450253,118.29888053262187,3174.902587611489
3.5527010663204552,5.929529472682192,66.64275809826017,24.713528189939858,0.0,30.269504279430755,48.472572501750804,89.9339065042915,201.04424703214187,3195.2797696823845
11.053289147229755,33.50089689411818,23.89236114115238,114.64664559012404,0.0,31.7168032131103,56.095744095389065,49.220677878713516,272.9734769404622,3224.9932978723245
2.8142880121625016,8.089605147911422,52.841601192325456,146.79301040444872,0.0,25.66351406588054,43.64813634850064,78.82921363167932,212.21919249149056,3344.6399434624486
2.4972242362528854,26.87721590894713,33.504637094735074,117.03539018272077,0.0,27.84922605371804,48.37281921275172,54.07721758726529,148.26778327936728,3496.432953866897
1.009591185935653,3.901025090085552,21.747290205700885,45.92167467851491,0.0,30.352001817465155,33.992827540057476,67.44979640147736,94.73703019138158,3618.468344049618
5.752865282596358,12.346906128690748,16.328088126149154,66.60603211595375,0.0,34.342410631529496,41.10139363590758,69.60353128586202,100.56264571856755,3669.390018728133
9.290093834233971,2.2881063861550546,59.08773466622712,42.47675443710758,0.0,33.589545348933136,44.50735278981319,85.62234928840361,80.28470172876295,3740.9960508440868
8.769691960279939,38.22232145157373,21.515713579490896,40.04139847362158,0.0,29.299451514699165,61.509340237892104,48.82272100833155,126.8956819578825,3788.4728052811943
3.5494651661528263,13.213034441710766,0.22539367104425684,41.64078157021013,0.0,25.529759554419226,42.05671074659831,85.52932888041437,138.36999706375184,3833.5142037548158
3.49382823302965,6.2478273153101025,65.40955811942206,60.37092189852151,0.0,26.9802943882664,42.39314147104037,118.51696965108087,126.95460916458597,3880.154985325026
1.489183572218194,18.98416015631171,15.320680994014317,74.50454203333871,0.0,28.48646615523675,49.63914238875992,79.35523884696892,161.99324538548652,3945.525907223547
3.812132658984785,0.3452628087598029,68.48166297625507,77.49285170947293,0.0,31.99728258301856,42.14416580466641,103.01871800926631,132.80938434616212,4025.0304492568857
8.668441161157933,18.687452489607278,22.499803131947072,88.679754134669,0.0,33.18514992403377,55.61103565489139,54.88231784177105,153.79819561294426,4107.523300966359
3.325779396725039,35.374019962131236,19.58028745444878,4.216456287503103,0.0,29.51670876287584,55.59202432644204,71.06996719943126,117.61824461022233,4201.2030551010275
8.758584253023244,11.653635577273846,75.29339762862622,12.40871547602648,0.0,31.190929366150797,33.54378376103585,106.86369970711371,162.98207577716803,4210.419511388531
2.252564116792416,1.4218262561413213,5.104058911039433,4.42434246089209,0.0,27.432345113127553,40.648732436785245,63.22393765576133,255.86675792976777,4227.828226864557
3.7881951326071617,17.413326760593932,53.83809697986633,39.055846340424125,0.0,30.179780996335136,51.479470297436336,79.54170500086322,286.54647437991514,4237.252569325449
6.060671271564869,15.35436466753329,5.429355949899044,181.74352425603345,0.0,31.39158586372798,47.85433866944957,63.11693478159082,331.32872501935736,4281.308415665873
3.9807893867218613,25.83195680436608,65.85849824730734,70.13215076886782,0.0,30.33091459216311,48.56064527348115,93.04194349922507,185.01455671322296,4468.0519399219065
5.243407595183974,9.355727663977284,41.90983192118408,87.37518895698923,0.0,31.350125205441252,36.70947785583693,73.01540205628382,210.74090419166248,4543.184090690775
7.1614248850869915,16.310998291844186,26.348085008752477,24.22656020387827,0.0,31.106717610257277,42.59715778704362,60.46129779907702,195.27554715585734,4635.559279647764
6.172197951206628,13.851958846911348,15.330920254954156,172.23593438337707,0.0,28.945292725170287,43.44758438028643,70.42421108216872,227.39707196073152,4664.785839851642
6.4105314657423245,4.1684123128383215,50.64641876591909,78.15386583140067,0.0,27.773094773963663,45.76782348458171,88.94524967412592,100.4920578323086,4842.021774235019
5.171176526695269,3.271679418613388,5.856266034358504,12.586448847017973,0.0,26.36256330822134,58.009942637485715,62.46724322104515,102.98461076682702,4925.175640066419
0.12158601056479704,2.378975455975333,45.14632040664887,21.679069848904025,0.0,26.19138678152607,69.9094397455676,79.88265660530004,126.25442795416754,4942.762088913437
9.519380426632555,14.64463569232067,1.9750183605297957,79.8986218629592,0.0,31.069800770961272,77.65205030015706,57.11531165462651,179.7216785119124,4969.441158762341
3.377861812470141,9.996325656141225,48.986762791431666,30.66115768704199,0.0,26.550420344328717,82.52679503446893,89.78492898641738,131.79807500948297,5054.3397806253
