action: AIR[$r1],action: AIR[$r2],action: AIR[$r3],action: AIR[$r4],action: AIR[$r5],action: AIR[$r6],states: TEMP[$r1],states: TEMP[$r2],states: TEMP[$r3],states: TEMP[$r4],states: TEMP[$r5],states: TEMP[$r6],states: AIR_VOLUME[$r1],states: AIR_VOLUME[$r2],states: AIR_VOLUME[$r3],states: AIR_VOLUME[$r4],states: AIR_VOLUME[$r5],states: AIR_VOLUME[$r6]
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0
10.0,10.0,10.0,10.0,10.0,10.0,13.6975,13.7725,13.6975,13.6975,13.7725,13.6975,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,16.72268,16.927889375,16.72268,16.72268,16.927889375,16.72268,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,19.198362318125,19.56599127828125,19.198362318125,19.198362318125,19.56599127828125,19.198362318125,10.0,10.0,10.0,10.0,10.0,10.0
3.0010059948901766,0.0,3.0010059948901766,3.0010059948901766,0.0,3.0010059948901766,21.22482395089422,21.7707160527659,21.22482395089422,21.22482395089422,21.7707160527659,21.22482395089422,10.0,10.0,10.0,10.0,10.0,10.0
2.962812947558291,2.455908576632473,2.962812947558291,2.962812947558291,2.455908576632473,2.962812947558291,21.2315077341773,21.320215999089317,21.2315077341773,21.2315077341773,21.320215999089317,21.2315077341773,3.0010059948901766,0.0,3.0010059948901766,3.0010059948901766,0.0,3.0010059948901766
3.001489295976013,1.593610640626325,3.001489295976013,3.001489295976013,1.593610640626325,3.001489295976013,21.224739373204198,21.471118137890393,21.224739373204198,21.224739373204198,21.471118137890393,21.224739373204198,2.962812947558291,2.455908576632473,2.962812947558291,2.962812947558291,2.455908576632473,2.962812947558291
2.976861325000125,1.9533870119920904,2.976861325000125,2.976861325000125,1.9533870119920904,2.976861325000125,21.229049268124978,21.408157272901384,21.229049268124978,21.229049268124978,21.408157272901384,21.229049268124978,3.001489295976013,1.593610640626325,3.001489295976013,3.001489295976013,1.593610640626325,3.001489295976013
2.9909704678029767,1.8054095830601313,2.9909704678029767,2.9909704678029767,1.8054095830601313,2.9909704678029767,21.22658016813448,21.434053322964477,21.22658016813448,21.22658016813448,21.434053322964477,21.22658016813448,2.976861325000125,1.9533870119920904,2.976861325000125,2.976861325000125,1.9533870119920904,2.976861325000125
2.983373793338302,1.8667337233744818,2.983373793338302,2.983373793338302,1.8667337233744818,2.983373793338302,21.227909586165797,21.423321598409466,21.227909586165797,21.227909586165797,21.423321598409466,21.227909586165797,2.9909704678029767,1.8054095830601313,2.9909704678029767,2.9909704678029767,1.8054095830601313,2.9909704678029767
