action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4]
26.316200730894714,0.5712065424320104,0.0,0.0,75.0,50.0,50.0,50.0
0.8910653960926886,0.8285508375910584,0.0,0.0,50.87393524637745,84.49551495669576,69.32172731066505,78.75052076823305
5.240394260231335,0.0,0.0,0.0,53.68934934750445,90.99252967079546,87.74945115127997,105.65290254681943
1.7709550298541437,1.894160685421836,1.6641297600401461,0.7891025192364485,52.008374293536036,102.09881404243087,103.90440695068516,130.08201236191115
2.279278602718187,6.726115579050552,0.7203209877710335,0.0,53.88559337682747,106.77257502682512,118.74608277003578,152.5202154034119
6.24362598587212,6.0287953499308395,0.0,0.0,55.15518868740597,106.63637121680708,137.71811858260412,171.6543709161999
0.6566187978520388,11.003504512646785,0.6086601103155377,0.0,52.39128635975243,111.17631346297492,154.293722073801,186.99400282073452
3.275180936811269,4.705105670169246,0.6537126368962936,1.1707733171386405,55.3628718812263,104.66206470063568,172.83246328309292,200.22099590499437
8.34853271977928,9.508197112209725,0.9530623831662035,0.0,55.55594990936805,107.76506004438102,182.02257184468706,209.7933670739627
0.8463937756886999,10.171178386354207,0.0,0.0,50.66497913670239,110.80997412164085,194.10292546663197,218.90087670583566
3.867294673440406,6.045369362816404,7.3161488950238525,0.12108492782154485,53.5356643335427,105.3583207976496,205.55419812173713,225.13296320292204
1.9955931753451535,6.803023684392968,4.642228694064514,0.0,53.23602041270412,107.6403207252583,203.3056134337764,237.19913924579947
3.7489414824974725,7.342211443669548,4.553896862548906,0.0,54.82405953905249,107.0508515441712,204.94189752008126,243.97270880707498
2.1577499027582023,7.6351218034499855,7.174733858044518,0.0,54.57303203269074,107.73857698564929,206.8763212737714,249.05963271382626
4.441846245771188,6.27457839263849,7.329809035068415,6.968013810883806,55.92691325471124,106.46862611814359,206.090114500051,255.53867385831714
4.261950850285386,7.9125782828800455,3.931300590064098,3.344147278398183,54.921972339649635,108.97881165596364,203.94832788416923,253.60464476142099
3.2998679640889517,9.989930678857663,8.08983298181683,0.7644752874639618,54.15256808617532,109.40174058684175,207.276023913783,252.37773834391305
4.713080583124797,4.7471800989809045,11.021857037555037,7.730947658369773,54.38716633184946,106.73923787162799,207.84793725863932,258.19284224946443
1.4491162494274683,12.115999338564508,0.6609682536129285,7.42778382501851,53.19583283927511,111.01931695166274,200.128067721233,258.52108296979736
3.3350862982083673,4.696553067538289,10.236099093504192,0.0062973898230750365,55.33248549211866,104.20244109027581,211.69088479897113,248.70867286448237
4.283755201297724,8.496557894404024,5.0435636549132,6.967619845980721,55.467338258019325,107.42171957318574,203.91179948831234,258.328335012003
5.514327955870047,5.387815652417402,6.593094252157785,3.2433825385694153,54.64605893077039,107.45029409048159,206.71855835936765,253.4073918194607
2.8107401720717005,11.264393298006485,3.9674922171730826,5.973349946410578,52.639378097389205,111.81512547363877,204.29884642599922,254.99198257278988
3.4853561123626053,6.230467913245116,9.044159928048625,1.8239161495523044,53.443825599245116,107.12317936164075,210.87160737303725,250.82683555888366
2.378954619654185,10.114094591400114,7.057619903951544,6.971026920814612,53.53102798589034,108.65134717485981,205.98890694652692,256.9188412453667
6.129527242575399,4.423998713470692,7.977522698157937,5.301657226376087,54.719972080994715,105.02525612420226,207.97938427124072,254.3636725248407
2.0346723993139557,12.354118328324137,3.4669472014665628,5.754189618311264,52.09405419470091,111.22576581897675,202.95373058574,255.0368225374767
2.551253147971893,5.643188630722821,11.36942887139367,1.2941587635513665,53.70310019246175,104.73348033491715,211.38688859538885,250.57910267073214
5.993871936919324,5.108835512141029,4.436758316966626,10.815581650657894,54.71052859177987,106.16701516921887,203.48446008421027,259.5869469879309
3.2527304440740545,12.798393000501754,3.128648490054176,0.6842255326269597,52.22078219850644,111.42691517815453,203.59614992671484,249.8925584000123
2.102601278888614,6.668658667282611,12.002417626473722,1.8388788499498245,52.60516633856492,105.68611226928176,212.6830866635919,251.43778446282113
2.6581336578708674,7.146359594142015,5.195119459541555,11.431078859655301,54.119551372695256,105.54566849153109,204.9024050810506,260.3228663745317
5.198759446029285,4.202417359955208,6.95287225915382,0.0,54.997669573630425,105.49783415365184,206.00773433847664,250.5843233430811
2.662180308456657,8.362026051485929,3.614567335458693,6.689586800603598,53.28730060588763,110.93959668226067,202.18745835157662,256.4684888591324
6.21474284030184,8.173774306340192,7.03386205163361,0.0,54.20602391302679,109.09856919024874,206.63401149009303,250.86478373294597
1.2751238417917865,11.909705543920396,6.055733033878496,8.05629896913451,51.52285391662951,111.2000875884252,206.57671624122253,256.7610872713453
2.5389658944167772,3.731497384862848,13.454379820937987,0.0,53.92101500278402,104.39551031972631,211.2451508608744,252.15839061937393
5.436799866296122,7.901944143235841,2.2736136447445037,12.284090809575535,54.92901552782286,107.76366011749485,199.37558727712337,264.1566828560081
3.8805384484972074,7.910896648473335,4.049429897219832,0.0,52.984375796678755,109.50324458898335,205.26001992627735,249.6611720327002
2.914907471718824,8.528286947234783,8.89180906910997,3.1068487866062915,52.70082198178222,109.48938084751947,208.20326066264334,252.86800369600593
