action: AIR[$r1],action: AIR[$r2],action: AIR[$r3],states: TEMP[$r1],states: TEMP[$r2],states: TEMP[$r3],states: AIR_VOLUME[$r1],states: AIR_VOLUME[$r2],states: AIR_VOLUME[$r3]
10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0
10.0,10.0,10.0,13.735,13.735,13.7725,10.0,10.0,10.0
10.0,10.0,10.0,16.895589375,16.965620625,16.99924875,10.0,10.0,10.0
10.0,10.0,10.0,19.570977981796876,19.759087778671876,19.759213243125,10.0,10.0,10.0
0.0,0.0,0.0,21.836379953666242,22.173824506475324,22.119937256778595,10.0,10.0,10.0
1.5933898117977618,0.0,0.0,21.47115678293539,22.018933803372903,21.890774516102198,0.0,0.0,0.0
1.483701304609245,0.0,0.48346472261249995,21.490352271693382,21.863123496402046,21.665393673542813,1.5933898117977618,0.0,0.0
1.5451669460638584,0.23055692441784847,1.0952964884915517,21.479595784438825,21.709652538226877,21.55832311451398,1.483701304609245,0.0,0.48346472261249995
1.5333394702725756,0.7872875530230772,0.8787811111941479,21.4816655927023,21.61222467822096,21.596213305541024,1.5451669460638584,0.23055692441784847,1.0952964884915517
1.540845229022807,0.5903987465239069,0.9637863490144938,21.48035208492101,21.646680219358316,21.581337388922464,1.5333394702725756,0.7872875530230772,0.8787811111941479
1.5369492741787183,0.6610177336262424,0.930757935244303,21.481033877018724,21.634321896615408,21.587117361332247,1.540845229022807,0.5903987465239069,0.9637863490144938
1.5388009939535763,0.6357694461839614,0.9435553944059705,21.480709826058124,21.638740346917807,21.584877805978955,1.5369492741787183,0.6610177336262424,0.930757935244303
1.5379660631230208,0.6448228928426913,0.9386205127036362,21.48085593895347,21.63715599375253,21.585741410276864,1.5388009939535763,0.6357694461839614,0.9435553944059705
1.538330077700445,0.6415740738959486,0.9405172648754956,21.480792236402422,21.63772453706821,21.58540947864679,1.5379660631230208,0.6448228928426913,0.9386205127036362
1.5381750724241627,0.6427417316239059,0.9397905925689132,21.48081936232577,21.637520196965816,21.58553664630044,1.538330077700445,0.6415740738959486,0.9405172648754956
1.5382399544804215,0.6423215182922648,0.9400682302891183,21.480808007965926,21.637593734298854,21.585488059699404,1.5381750724241627,0.6427417316239059,0.9397905925689132
1.538213146344033,0.6424729576181265,0.9399624186491651,21.480812699389794,21.637567232416828,21.585506576736396,1.5382399544804215,0.6423215182922648,0.9400682302891183
1.538224112328278,0.6424183048987686,0.9400026552606477,21.48081078034255,21.637576796642715,21.585499535329387,1.538213146344033,0.6424729576181265,0.9399624186491651
1.5382196620479205,0.6424380563531229,0.9399873855483876,21.480811559141614,21.637573340138204,21.585502207529032,1.538224112328278,0.6424183048987686,0.9400026552606477
1.5382214566815633,0.6424309080716539,0.9399931697291619,21.480811245080726,21.63757459108746,21.585501195297397,1.5382196620479205,0.6424380563531229,0.9399873855483876
1.5382207366656886,0.6424334988018032,0.9399909823640529,21.480811371083504,21.637574137709684,21.58550157808629,1.5382214566815633,0.6424309080716539,0.9399931697291619
1.5382210243402838,0.6424325585129709,0.9399918082634429,21.48081132074045,21.63757430226023,21.585501433553897,1.5382207366656886,0.6424334988018032,0.9399909823640529
1.5382209097927557,0.6424329002710949,0.9399914968703216,21.480811340786268,21.63757424245256,21.585501488047694,1.5382210243402838,0.6424325585129709,0.9399918082634429
1.5382209552772763,0.6424327758787329,0.9399916141194153,21.480811332826477,21.63757426422122,21.585501467529102,1.5382209097927557,0.6424329002710949,0.9399914968703216
1.538220937257242,0.6424328212189734,0.939991570026889,21.480811335979983,21.63757425628668,21.585501475245295,1.5382209552772763,0.6424327758787329,0.9399916141194153
1.538220944383214,0.6424328046694172,0.9399915865886455,21.480811334732937,21.637574259182852,21.585501472346987,1.538220937257242,0.6424328212189734,0.939991570026889
1.5382209415694859,0.6424328107186128,0.9399915803748071,21.48081133522534,21.637574258124243,21.58550147343441,1.538220944383214,0.6424328046694172,0.9399915865886455
1.5382209426791704,0.6424328085044395,0.939991582703682,21.480811335031145,21.637574258511723,21.585501473026856,1.5382209415694859,0.6424328107186128,0.9399915803748071
1.5382209422419435,0.6424328093160014,0.9399915818317639,21.48081133510766,21.6375742583697,21.58550147317944,1.5382209426791704,0.6424328085044395,0.939991582703682
1.538220942414077,0.6424328090181219,0.939991582157883,21.480811335077536,21.63757425842183,21.58550147312237,1.5382209422419435,0.6424328093160014,0.9399915818317639
1.5382209423463522,0.6424328091276066,0.939991582036015,21.48081133508939,21.63757425840267,21.585501473143697,1.538220942414077,0.6424328090181219,0.939991582157883
1.5382209423729876,0.6424328090873088,0.9399915820815097,21.480811335084727,21.63757425840972,21.585501473135736,1.5382209423463522,0.6424328091276066,0.939991582036015
1.5382209423625126,0.6424328091021692,0.9399915820645377,21.48081133508656,21.63757425840712,21.585501473138706,1.5382209423729876,0.6424328090873088,0.9399915820815097
1.5382209423666338,0.642432809096688,0.9399915820708726,21.48081133508584,21.63757425840808,21.585501473137597,1.5382209423625126,0.6424328091021692,0.9399915820645377
