states: TEMP[$r1],states: TEMP[$r2],states: TEMP[$r3],states: TEMP[$r4],states: TEMP[$r5],states: TEMP[$r6],states: AIR_VOLUME[$r1],states: AIR_VOLUME[$r2],states: AIR_VOLUME[$r3],states: AIR_VOLUME[$r4],states: AIR_VOLUME[$r5],states: AIR_VOLUME[$r6]
13.6975,13.7725,13.6975,13.6975,13.7725,13.6975,10.0,10.0,10.0,10.0,10.0,10.0
16.72268,16.927889375,16.72268,16.72268,16.927889375,16.72268,10.0,10.0,10.0,10.0,10.0,10.0
19.198362318125,19.56599127828125,19.198362318125,19.198362318125,19.56599127828125,19.198362318125,10.0,10.0,10.0,10.0,10.0,10.0
21.22482395089422,21.7707160527659,21.22482395089422,21.22482395089422,21.7707160527659,21.22482395089422,10.0,10.0,10.0,10.0,10.0,10.0
22.66563087879807,21.803895981123826,20.689637410943547,22.167172820646208,21.883137811921273,21.222440849142004,9.07528076082437,2.109990549981381,0.7058967895382517,6.964045602347756,2.4556726545881222,2.9626029113180974
22.957391770166666,23.10781982825828,20.072651567000538,22.272627019273763,22.878357635822784,21.28626193729833,5.002931975446829,7.6393866703972,0.18770808734451916,3.8487369962670193,6.341144737969712,3.2567854609221403
23.566260028501535,22.96264115325923,20.045464027898863,21.57996182578816,23.05186996642097,22.156908121278782,6.612706224624492,1.7645460019023684,2.310550803329021,0.27774749634380425,3.1251241799317473,6.702826544990259
22.706575259582028,23.010497234821347,21.569621122580116,23.16834361871836,23.570639814054466,23.33611439595383,0.0,2.5787848092052315,8.457831800086828,9.868828384726648,4.8267138676405965,8.682577747361334
22.809793201795117,24.09460919480416,23.0060540182492,24.35257521485724,23.051766119421842,23.248665638310783,4.076898799696275,7.404304169675812,9.214176064532355,9.451311925152972,0.0,3.5813884234431637
22.044115243490303,23.537592897957786,22.999868088217355,23.446546266450706,23.256382449592707,23.823052885000227,0.029188529900282534,0.0,3.693569129284231,0.0,3.157251956459919,6.638026875142835
