states: TEMP[$r1],states: TEMP[$r2],states: TEMP[$r3],states: TEMP[$r4],states: TEMP[$r5],states: TEMP[$r6],states: AIR_VOLUME[$r1],states: AIR_VOLUME[$r2],states: AIR_VOLUME[$r3],states: AIR_VOLUME[$r4],states: AIR_VOLUME[$r5],states: AIR_VOLUME[$r6]
13.6975,13.7725,13.6975,13.6975,13.7725,13.6975,10.0,10.0,10.0,10.0,10.0,10.0
16.72268,16.927889375,16.72268,16.72268,16.927889375,16.72268,10.0,10.0,10.0,10.0,10.0,10.0
19.198362318125,19.56599127828125,19.198362318125,19.198362318125,19.56599127828125,19.198362318125,10.0,10.0,10.0,10.0,10.0,10.0
21.22482395089422,21.7707160527659,21.22482395089422,21.22482395089422,21.7707160527659,21.22482395089422,10.0,10.0,10.0,10.0,10.0,10.0
22.315367783196383,22.086381118840926,20.71070103265151,22.82174973161592,22.22642043944982,22.718183654887454,7.591730138946689,3.342294952132021,0.7951124376503294,9.736527189846226,3.953198140367552,9.297869736448197
22.99549089846298,23.570560840087467,22.01541727221021,23.87682062824354,22.205489857343917,23.09832519992587,6.500239674721467,8.637908821083366,8.055641947055507,8.612653527845692,1.9224284691817406,5.482112923637557
22.841790379763843,23.032537437815478,22.206399833279036,22.99997729706584,22.90267793222875,22.691932890890833,2.9937524444118524,0.0,4.0673937474420185,0.0,5.0148390611884865,1.9848304679427298
23.183690451283656,24.09936422073507,21.802136208943573,22.410482658755804,24.131529683463377,24.05687691405078,5.266589597085229,7.3353031845505035,1.5481956484697068,1.0238935548605976,7.965463959007428,9.906572987682743
23.497284199962543,23.54413192646988,22.4631068409741,23.66567249718866,23.586365109859763,23.1730101881713,5.338891191643068,0.0,5.95140188593634,9.075955261439642,0.0,0.0
23.090396488385025,23.02717998232215,23.470083072339197,22.81991428851717,23.07374074559211,23.670710598231775,2.0505855109977755,0.0,8.017640224530435,0.0,0.0,6.220024675908943
13.6975,13.7725,13.6975,13.6975,13.7725,13.6975,10.0,10.0,10.0,10.0,10.0,10.0
16.72268,16.927889375,16.72268,16.72268,16.927889375,16.72268,10.0,10.0,10.0,10.0,10.0,10.0
19.198362318125,19.56599127828125,19.198362318125,19.198362318125,19.56599127828125,19.198362318125,10.0,10.0,10.0,10.0,10.0,10.0
21.22482395089422,21.7707160527659,21.22482395089422,21.22482395089422,21.7707160527659,21.22482395089422,10.0,10.0,10.0,10.0,10.0,10.0
21.601520578434595,22.041246593720242,22.75677769983085,22.003000814018556,21.613135996970925,20.56520051592522,4.568207313252528,3.145401499808532,9.46133605675291,6.268689781007312,1.2778251124452467,0.17884031311488746
22.18332594396485,22.656760249755582,22.250912872568946,21.58697897928222,22.854304286565206,21.21444662308174,5.629218099218862,4.730652933921576,1.4339564296216123,1.5056254397578772,7.2598169133317105,5.284704523547642
22.172314507272556,23.310542413753794,22.0769609198859,20.980433549452933,24.12582139894205,21.16852383082375,3.3489968713220772,5.20007965999448,2.6677016311551105,0.4521458269154377,8.253095809194006,2.6990290325863633
23.537913235339843,24.04735915049885,22.53871418729216,21.101862702253662,23.538453393125092,20.904998145574215,9.482151422172416,5.95098673321017,5.383622548617872,3.252628774925066,0.0,1.7207741646731223
22.68535057736925,23.499524877057315,21.782199755207518,21.464510479183236,22.992751889374162,20.54658733253688,0.0,0.0,0.1130840226537766,4.298538492357503,0.0,1.2262035779581526
22.90190223405763,23.971134986831867,21.462043696921704,21.412016157029797,23.25573664025871,21.186131934914904,4.631808009320527,4.834663986413523,1.8053188838041656,2.7649945342752034,3.642979061800422,5.220643745820446
13.6975,13.7725,13.6975,13.6975,13.7725,13.6975,10.0,10.0,10.0,10.0,10.0,10.0
16.72268,16.927889375,16.72268,16.72268,16.927889375,16.72268,10.0,10.0,10.0,10.0,10.0,10.0
19.198362318125,19.56599127828125,19.198362318125,19.198362318125,19.56599127828125,19.198362318125,10.0,10.0,10.0,10.0,10.0,10.0
21.22482395089422,21.7707160527659,21.22482395089422,21.22482395089422,21.7707160527659,21.22482395089422,10.0,10.0,10.0,10.0,10.0,10.0
21.109277843492144,23.071908731790515,21.557946223439185,21.5339308378435,21.33158340487584,21.528308593438688,2.4832973563980145,7.6415300400149295,4.383646729328289,4.281928790206253,0.04958881838871276,4.258115592961532
21.80057643458074,22.851176488408484,22.474513224219777,21.881417286006805,21.473114992144048,21.825887392035284,5.772665290099295,1.470087647744065,7.0257442473312235,4.635852294386203,2.3370614350681707,4.401721479069049
21.34554112183869,24.16186049974641,22.28048263011235,23.186425736312014,23.1864152110832,21.904901187780162,1.1986416710480863,8.421102173442254,2.6541391103648317,9.008092333806859,9.124200508873482,3.573800754904939
22.543549197343946,23.583514543204213,22.34253815014611,23.30733000925874,23.200497768613467,22.007603039053627,7.981866160537329,0.0,3.6588889708405237,4.507299695953405,2.417450738461966,3.6631885392187593
22.125503616136474,23.051933093554812,23.313043994167334,23.91289455553169,22.758250662738426,23.392673883696556,1.5830264482428624,0.0,7.801311124217798,6.842717084788922,0.27753484780276505,9.38221169328026
21.6590038701795,23.475449324765414,24.383929516526177,23.030777279848127,23.889696663390342,23.17608767622818,1.1920742362471493,4.3212603613452405,9.036744181200483,0.0,7.345082995210462,2.957817669525431
